max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, L_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3833390  3840310  3840454  3840664  3840777  3840928  3843619  3843726  3843831  3843946  3844061  3844169  3844287  3844406  3844529  3844654  3844781  3844917  3845101  3845246  3845582  3845695  3845798  3847223  3847372  3847528  3848087  3848217  3848397, , 3833252  3840136  3843396, 3834113  3841022  3848514, 3834114, 3834115, 3834116, , , 3841728, 3841730, 3841733, 3841884  3841887, 3842648, 3842651, L, 3843402, , 3848520, 0, 0, 0, 0, 0, 3848562, 3848569, L5:R5, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3843406, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3848671  3851266  3851371  3851476  3851603  3851751  3853563  3853689  3853811  3856337  3856498  3856658  3856777  3856884  3859314  3859524  3859685, , 3851051  3853286  3856073  3859038, 3851776  3854058  3856875  3859661, 3849233, 3849233, 3849234, 3862120, , 3860793, 3860797, 3860802, 3860953  3860957, 3861335, 3861340, R, 3862130, , , 1, 0, 0, 0, 1, 3862187, 3862194, L5:R5, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3862177
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3864137  3864255  3864399  3864903  3865378  3866283  3866392  3866615, , 3863887  3865190  3866120, 3864869  3865410  3866676, 3862947, 3862948, 3862949, 3868381  3870582, 3862488  3868715, 3869423  3869702, 3869426, 3869430, 3869581  3869585, 3869667  3869897, 3869671, R, 3870592, , , 1, 0, 0, 0, 1, 3870644, 3870650, L5:R5, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3870635
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3872535  3872636  3872750  3872916  3873290  3876834  3877436  3880936  3881042  3881147  3881261  3881373  3881481  3881595  3881713  3881834  3881966  3882096  3882229  3882348  3882824  3882959  3883077  3883235  3883348  3884633  3884744  3884906  3885008  3885168  3885330  3885434  3885580  3885746  3885908  3886074  3886218  3886337  3886657  3886765  3887175  3887295, , 3872305  3877051  3880726, 3873339  3877618  3887384, 3871338, 3871339, 3871340, , 3870949, 3878382  3879955, 3878384, 3878388, 3878539  3878542, 3878551  3880014, 3878554, L, 3880734, , 3887392, 0, 0, 0, 0, 0, 3887446, 3887456, L5:R5, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3880738, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3890428  3890531  3890760  3893596  3893727  3893860  3893965  3894084  3895100  3895202  3895408  3897241  3897406  3897512  3897619  3905827  3905966, , 3890182  3893351  3894910  3897000  3905546, 3890897  3894133  3895455  3897629  3906018, 3888222, 3888222, 3888223, 3902049  3912829  3914873, 3902217  3913219, 3913705  3914243, 3913710, 3913716, 3913867  3913872, 3914025  3914357, 3914032, R, 3914887, , , 1, 0, 0, 0, 1, 3914955, 3914963, L4:R6, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3914944
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3917772  3918036  3918185  3918480  3918833, , 3917555, 3918773, 3915694, 3915695, 3915696, 3921895, 3915497, 3919882, 3919884, 3919887, 3920038  3920040, 3920050, 3920053, R, 3921901, , , 1, 0, 0, 0, 1, 3921938, 3921942, L3:R7, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3921931
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3924751  3924869  3924978  3925091  3925209  3925314  3925428  3925547  3925666  3925789  3925916  3926018  3927088  3927193  3927306  3927455  3927627  3928706  3928814  3928966  3929114  3929233  3929553  3929688  3929796  3929916  3930024  3930175  3930281  3930390, , 3924517, 3930477, 3922611, 3922612, 3922613, , 3922514, 3923036, 3923037, 3923039, 3923190  3923191, 3923800, 3923802, L, 3924521, , 3930483, 0, 0, 0, 0, 0, 3930522, 3930529, L4:R6, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3924525, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3930626  3933643  3933756  3933869  3937060  3937185  3939156  3941046  3941157  3941270  3941416  3941552  3947002  3947105  3947217  3947320  3947425  3947550  3947659  3947769  3947904  3948032  3948163  3948296  3948425  3948529  3949014  3949158  3949308  3949420  3949935  3950075  3950187  3950874  3951022  3951163  3951332  3951497  3951667  3951836  3951941  3952060  3952178, , 3933518  3936887  3938974  3940889  3946773, 3934290  3937246  3939227  3941750  3952268, 3931269, 3931269, 3931270, 3944657, 3944889, 3945420, 3945424, 3945430, 3945581  3945585, 3945595, 3945601, L, 3946783, , 3952277, 0, 0, 0, 0, 0, 3952333, 3952344, L5:R5, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3946788, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3952577  3953403  3953523  3954851  3956107  3956222  3956331  3957134  3957248  3957392  3957558  3957690  3957903, , 3952488  3953293  3954397  3955943  3956936, 3952589  3953528  3954604  3956321  3957895, 3953086, 3953087, 3953088, 3960340, , 3958822, 3958827, 3958832, 3958983  3958987, 3959023, 3959028, R, 3960350, , , 1, 0, 0, 0, 1, 3960406, 3960412, L5:R5, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3960396
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3962940  3963065  3963243  3963348  3963460  3964808  3968168  3968280  3968402  3968721, , 3962646  3964438  3968003, 3963498  3964803  3968676, 3961084, 3961085, 3961086, 3972658, 3960859, 3970284, 3970287, 3970291, 3970442  3970445, 3970735, 3970739, R, 3972666, , , 1, 0, 0, 0, 1, 3972714, 3972720, L4:R6, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3972706
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3974340  3974446  3974581  3974776  3979804  3979926  3980088  3980697  3981106  3987062  3987222  3987342, , 3974193  3979585  3980538  3982574  3986863, 3974831  3980097  3981059  3982588  3987301, 3973542, 3973543, 3973544, 3977771  3992483, 3972927  3978118, 3990943, 3990947, 3990953, 3991104  3991109, 3991608, 3991613, R, 3992494, , , 1, 0, 0, 0, 1, 3992553, 3992560, L3:R7, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3992544
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3995161  3995299  3995481  3995597  3999010  3999134  3999239  3999349  3999464  3999576  3999692  3999808  3999933  4000052  4000168  4000306  4000443  4000585  4000730  4000866  4001191  4001340  4001454  4002812  4002937  4003094  4003647  4003782  4003926  4004083  4004245  4004430  4004564, , 3994912  3998754, 3995993  4004640, 3993306, 3993307, 3993308, , 3993303, 3997150, 3997152, 3997155, 3997305  3997307, 3997883, 3997886, L, 3998760, , 4004646, 0, 0, 0, 0, 0, 4004689, 4004698, L4:R6, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3998764, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4005583  4008251  4008353  4008669  4011332  4011433  4011539  4011676  4011789  4011899  4012005  4012128  4012250  4012382  4012511  4013875  4013993  4014113  4014265  4014419  4014611  4014781  4014945  4015086  4015230  4015683  4015824  4015953  4016117  4016361  4016505  4016633  4016746  4016920  4017127  4017276  4017427  4017565  4017667, , 4004836  4005303  4006234  4006692  4008046  4008899  4011140, 4004971  4005629  4006604  4006778  4008607  4008937  4017756, 4005630, 4005632, 4005634, , , 4009895, 4009899, 4009904, 4010054  4010058, 4010067, 4010072, L, 4011148, , 4017764, 0, 0, 0, 0, 0, 4017820, 4017830, L5:R5, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 4011153, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4019366  4019496  4020089  4020210  4020312  4020563  4020673  4023591  4023754  4023903  4024037  4024264  4026944  4027155  4027451  4030159  4030271  4033565  4033704  4036670  4036777  4036889  4037017  4037146  4037255  4037377  4037496  4037626  4037764  4037901  4038040  4038178  4039630  4039777  4039898  4040018  4040681  4040842  4040978  4041092  4041204  4041321  4041452  4041558  4041726  4041891, , 4019213  4019874  4023283  4026730  4029937  4033354  4036444, 4019466  4020670  4024257  4027837  4030330  4033691  4042063, 4018651, 4018652, 4018653, , , 4034527, 4034532, 4034538, 4034689  4034694, 4034951, 4034957, L, 4036456, , 4042073, 0, 0, 0, 0, 0, 4042134, 4042144, L5:R5, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 4036462, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4042726  4042864  4042970  4046779  4046924  4049682  4049798  4049935  4050041  4053889  4054182  4054293, , 4042594  4046572  4049442  4053683  4056353, 4042932  4046938  4050114  4054338, 4042933, 4042934, 4042935, , , 4055157, 4055160, 4055165, 4055316  4055320, 4055725, 4055729, L, 4056363, , , 1, 0, 0, 0, 1, 4056414, 4056420, L6:R4, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 4056406
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4056594  4056749  4056979  4061399  4061536  4061672  4061775  4061906  4068165  4068293  4068400  4071977  4072082  4072197  4072300  4072427  4072531  4072656  4072770  4072901  4073028  4073169  4073308  4073682  4073817  4073942  4075316  4075449  4075611  4075787  4075945  4076072  4076176  4076354  4076508, , 4056895  4057376  4061161  4065145  4067958  4068715  4071754, 4056832  4057316  4057428  4061977  4065290  4068383  4068945  4076563, 4057317, 4057319, 4057320, 4059654, 4060094, 4069918, 4069923, 4069928, 4070079  4070084, 4070714, 4070719, L, 4071766, , 4076571, 0, 0, 0, 0, 0, 4076627, 4076638, L7:R3, 60.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 4071772, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4076775  4092607  4092749  4092952  4094383  4094496  4097532  4097650  4097792  4097924  4098059  4110143  4110247  4110355  4110482  4110596  4110705  4110818  4110932  4111055  4111183  4111311  4111443  4111561  4111899  4112001  4112144  4113476  4113587  4113704  4113863  4114016  4114182  4114337, , 4092392  4093938  4094233  4097258  4109947, 4093600  4094048  4094758  4098095  4114358, 4077469, 4077470, 4077470, 4087869  4090900  4106834, 4088962  4091435  4107366, 4108326, 4108331, 4108337, 4108488  4108493, 4109007, 4109012, L, 4109959, , 4114366, 0, 0, 0, 0, 0, 4114421, 4114430, L7:R3, 60.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 4109965, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4115546  4115658  4117104  4117256  4117389  4118710  4118836  4121593  4121699  4121811  4121919  4122036  4122153  4122278  4122402  4122533  4122668  4122802  4124268  4124379  4124498  4124653  4124807  4125611  4125715  4125840  4126033  4126192  4126359  4126529  4126633  4126781, , 4115456  4116846  4118492  4121312, 4115713  4117638  4118891  4126962, 4115190, 4115191, 4115192, , , 4119942, 4119944, 4119948, 4120099  4120102, 4120111, 4120114, L, 4121319, , 4126969, 0, 0, 0, 0, 0, 4127014, 4127023, L7:R3, 60.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 4121323, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4127180  4127289  4128096  4128975  4129489  4129662  4129815  4130758  4130868  4131030  4131174, , 4127139  4128033  4128828  4129320  4130548  4133542, 4127336  4128168  4129067  4129805  4131204, 4127750, 4127752, 4127753, , , 4132168, 4132172, 4132177, 4132327  4132331, 4132356, 4132360, L, 4133553, , , 1, 0, 0, 0, 1, 4133605, 4133612, L8:R2, 60.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 4133597
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4133987  4134274  4134377  4134678  4134799  4134963  4139644  4139750  4139851  4139992  4140108  4140219  4140335  4140461  4140583  4140711  4141661  4141783  4141891  4142040  4142187  4142331  4142594  4142713  4142870  4143430  4143556  4143692  4143850  4144013  4144174  4144445, , 4139460, 4134920  4144520, 4134921, 4134922, 4134924, 4136702, 4137052, 4138342, 4138344, 4138347, 4138498  4138500, 4138509, 4138512, L, 4139466, , 4144526, 0, 0, 0, 0, 0, 4144569, 4144576, L9:R1, 70.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 4139470, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4144960  4145374  4145485  4148091  4148212  4149085, , 4144745  4144800  4145223  4147834  4152387, 4144758  4144977  4145451  4149258, 4145452, 4145454, 4145456, , , 4150375, 4150378, 4150382, 4150533  4150536, 4150546, 4150549, L, 4152395, , , 1, 0, 0, 0, 1, 4152440, 4152445, L10:R0, 70.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 4152432
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4152628  4152771  4152880, , , 4153110, 4153172, 4153174, 4153175, 4155408, 4161551, 4154303, 4154304, 4154307, 4154458  4154460, 4154754, 4154756, R, 4155413, 4155415, 4161554, 0, 0, 0, 0, 0, 4161574, 4161579, L9:R1, 70.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4163530  4163641  4163752  4163898  4164409  4164864  4165050  4166870  4167014  4167225  4167335  4167471  4171159  4171262  4171506  4174355  4174493  4176194  4176325, , 4163269  4164738  4166696  4170921  4174188  4176073, 4164467  4164966  4167533  4172110  4174876  4176354, 4162285, 4162286, 4162287, 4169187  4178447, 4169532, 4177129, 4177134, 4177141, 4177291  4177297, 4177308, 4177314, R, 4178459, , , 1, 0, 0, 0, 1, 4178527, 4178535, L8:R2, 60.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 4178516
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4180265  4180386  4180542  4181047  4181259, , 4180086  4181098, 4181009  4181363, 4179344, 4179345, 4179346, 4184345, 4178778, 4182384, 4182386, 4182390, 4182540  4182543, 4182815, 4182818, R, 4184351, , , 1, 0, 0, 0, 1, 4184391, 4184396, L7:R3, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 4184384
